k,coef,se,period,n_cells,n_clusters,subset
5,0.05044683679407339,0.014365260316033305,2024Q1,35513.0,655.0,older
6,0.04606697617453881,0.015240234533587612,2024Q2,35513.0,655.0,older
7,0.04126285131446658,0.018638271416594215,2024Q3,35513.0,655.0,older
8,0.03443168674748919,0.016471281419305626,2024Q4,35513.0,655.0,older
9,0.05228544870289578,0.01764433753537502,2025Q1,35513.0,655.0,older
10,0.043758005287653334,0.017749788246328245,2025Q2,35513.0,655.0,older
11,0.038254527207201856,0.02108907068755517,2025Q3,35513.0,655.0,older
12,0.055427878015247393,0.022155813652785707,2025Q4,35513.0,655.0,older
13,0.0466960383853688,0.02637504782724478,2026Q1,35513.0,655.0,older
14,0.032206196983568,0.028856892359256474,2026Q2,35513.0,655.0,older
-7,0.14023952525512853,0.03781969291563445,2021Q1,2835.0,31.0,country_ARG
-6,0.127319899847962,0.03885319374320134,2021Q2,2835.0,31.0,country_ARG
-5,0.1368505509824008,0.0379482414250388,2021Q3,2835.0,31.0,country_ARG
-4,0.058617742352831806,0.04978063815650181,2021Q4,2835.0,31.0,country_ARG
-3,0.006671677502378563,0.05647834422783984,2022Q1,2835.0,31.0,country_ARG
-2,0.050812105537778866,0.0471589547029714,2022Q2,2835.0,31.0,country_ARG
-1,-0.023057475118172,0.06292841877228225,2022Q3,2835.0,31.0,country_ARG
0,0.0,0.0,2022Q4,,,country_ARG
1,0.02176585080314908,0.04024721573518608,2023Q1,2835.0,31.0,country_ARG
2,0.05800357055508596,0.033101112062921156,2023Q2,2835.0,31.0,country_ARG
3,-0.0007763019408095415,0.06534100540269515,2023Q3,2835.0,31.0,country_ARG
4,-0.008467240991905184,0.025841521011829304,2023Q4,2835.0,31.0,country_ARG
5,0.023730513220204502,0.03096401840390002,2024Q1,2835.0,31.0,country_ARG
6,0.01834457274543149,0.037906151814423764,2024Q2,2835.0,31.0,country_ARG
7,0.05793841705834733,0.07569922314789466,2024Q3,2835.0,31.0,country_ARG
8,0.039250907192341214,0.042753560263747596,2024Q4,2835.0,31.0,country_ARG
9,0.0532923477590049,0.07555157988369512,2025Q1,2835.0,31.0,country_ARG
10,0.004351175182254738,0.049034441008369505,2025Q2,2835.0,31.0,country_ARG
11,0.04874112044803477,0.04467175883628997,2025Q3,2835.0,31.0,country_ARG
12,-0.044404642237919366,0.05332645670268975,2025Q4,2835.0,31.0,country_ARG
13,-0.042237584775620785,0.03435936357037509,2026Q1,2835.0,31.0,country_ARG
-7,-0.08801563525617728,0.0585760766907094,2021Q1,2960.0,36.0,country_BOL
-6,-0.14973086300915261,0.048576628065984645,2021Q2,2960.0,36.0,country_BOL
-5,-0.07723691217169537,0.02566825650649692,2021Q3,2960.0,36.0,country_BOL
-4,-0.11189012921978353,0.02762627904034769,2021Q4,2960.0,36.0,country_BOL
-3,-0.09191558761466595,0.04111928855561439,2022Q1,2960.0,36.0,country_BOL
-2,-0.053313620585181465,0.06294695362768722,2022Q2,2960.0,36.0,country_BOL
-1,0.03436823184149687,0.021245838745493108,2022Q3,2960.0,36.0,country_BOL
0,0.0,0.0,2022Q4,,,country_BOL
1,-0.026636423002119103,0.040994329410542915,2023Q1,2960.0,36.0,country_BOL
2,0.09025464297072358,0.07558938622621765,2023Q2,2960.0,36.0,country_BOL
3,0.10710814781562422,0.061314745152329805,2023Q3,2960.0,36.0,country_BOL
4,0.1534519918032288,0.053598501379372304,2023Q4,2960.0,36.0,country_BOL
5,-0.0022597411025196967,0.047629214927054124,2024Q1,2960.0,36.0,country_BOL
6,0.09009649038457643,0.046211998838296096,2024Q2,2960.0,36.0,country_BOL
7,-0.0515183994499101,0.08273205005292081,2024Q3,2960.0,36.0,country_BOL
8,-0.07782850869167154,0.11680541341240591,2024Q4,2960.0,36.0,country_BOL
9,-0.10350922008099578,0.0654685813306994,2025Q1,2960.0,36.0,country_BOL
10,-0.07921918615635457,0.06303432068507486,2025Q2,2960.0,36.0,country_BOL
11,-0.05828883005472274,0.04561261584247235,2025Q3,2960.0,36.0,country_BOL
12,-0.10186038933431019,0.07886445851754459,2025Q4,2960.0,36.0,country_BOL
-7,0.0629243354929794,0.0435100654345074,2021Q1,14960.0,111.0,country_BRA
-6,0.03764506265262262,0.04016847200648409,2021Q2,14960.0,111.0,country_BRA
-5,-0.00811669666352167,0.030826673335636753,2021Q3,14960.0,111.0,country_BRA
-4,-0.005828001792992685,0.02053658159625448,2021Q4,14960.0,111.0,country_BRA
-3,0.005247085798299825,0.016500467766605825,2022Q1,14960.0,111.0,country_BRA
-2,-0.01286746141806389,0.013616777270605977,2022Q2,14960.0,111.0,country_BRA
-1,-0.01353609118829284,0.012314950614452818,2022Q3,14960.0,111.0,country_BRA
0,0.0,0.0,2022Q4,,,country_BRA
1,0.0188418528024344,0.01703367573077945,2023Q1,14960.0,111.0,country_BRA
2,0.005627035298085789,0.018133084149751146,2023Q2,14960.0,111.0,country_BRA
3,0.009660634082331466,0.0190840824360928,2023Q3,14960.0,111.0,country_BRA
4,0.030789412454913994,0.018601484581248544,2023Q4,14960.0,111.0,country_BRA
5,0.04090762876307223,0.02706246318912248,2024Q1,14960.0,111.0,country_BRA
6,0.02029726582501525,0.0267013713756617,2024Q2,14960.0,111.0,country_BRA
7,0.011727949822201912,0.02578806919272784,2024Q3,14960.0,111.0,country_BRA
8,0.0217500333792852,0.03135521355959446,2024Q4,14960.0,111.0,country_BRA
9,0.043598836546247514,0.03935089224889809,2025Q1,14960.0,111.0,country_BRA
10,0.030175713282359514,0.027203224350052017,2025Q2,14960.0,111.0,country_BRA
11,0.03320565768458553,0.024523299230942704,2025Q3,14960.0,111.0,country_BRA
12,0.037397355710395576,0.03157200661564529,2025Q4,14960.0,111.0,country_BRA
13,0.04812010058731989,0.030754063203369087,2026Q1,14960.0,111.0,country_BRA
14,0.02273214701593193,0.0343138503048324,2026Q2,14960.0,111.0,country_BRA
-3,0.023267832955177703,0.04035476367646605,2022Q1,8892.0,101.0,country_COL
-2,0.05267350215240331,0.04628276593710436,2022Q2,8892.0,101.0,country_COL
-1,-0.0015962843529878288,0.024812019012135127,2022Q3,8892.0,101.0,country_COL
0,0.0,0.0,2022Q4,,,country_COL
1,0.0074721171625751585,0.04600180301624109,2023Q1,8892.0,101.0,country_COL
2,0.05503985634936936,0.049666465868641055,2023Q2,8892.0,101.0,country_COL
3,0.06359374805627013,0.039429499954142265,2023Q3,8892.0,101.0,country_COL
4,0.08847590220226645,0.04362804619342634,2023Q4,8892.0,101.0,country_COL
5,0.05778692195958942,0.0544637559449038,2024Q1,8892.0,101.0,country_COL
6,0.10579854004966723,0.05896432963125522,2024Q2,8892.0,101.0,country_COL
7,0.06531350652030934,0.08166565938148886,2024Q3,8892.0,101.0,country_COL
8,0.039340440664785925,0.0740630452395027,2024Q4,8892.0,101.0,country_COL
9,0.01655291630524854,0.05393231329969313,2025Q1,8892.0,101.0,country_COL
10,0.06820693134429316,0.0727020864435886,2025Q2,8892.0,101.0,country_COL
11,0.0768055573773496,0.07416419787564174,2025Q3,8892.0,101.0,country_COL
12,0.04061315193744048,0.05590442571449078,2025Q4,8892.0,101.0,country_COL
13,0.10068689725721468,0.05405508674982975,2026Q1,8892.0,101.0,country_COL
14,0.0633369642546535,0.07872408436639218,2026Q2,8892.0,101.0,country_COL
-5,0.09406259088297668,0.03836016660011131,2021Q3,5415.0,82.0,country_ECU
-4,-0.01614541429710155,0.05075583068024325,2021Q4,5415.0,82.0,country_ECU
-3,0.06970012915072364,0.0454544549465699,2022Q1,5415.0,82.0,country_ECU
-2,0.11078104622959142,0.043973665450256855,2022Q2,5415.0,82.0,country_ECU
-1,0.06148516338468703,0.0544663478371738,2022Q3,5415.0,82.0,country_ECU
0,0.0,0.0,2022Q4,,,country_ECU
1,-0.005185005411162763,0.043256649209190645,2023Q1,5415.0,82.0,country_ECU
2,0.05430609156112258,0.06693122314408344,2023Q2,5415.0,82.0,country_ECU
3,-0.03283823086123111,0.06506569828354682,2023Q3,5415.0,82.0,country_ECU
4,-0.015336326631624611,0.05199794492201089,2023Q4,5415.0,82.0,country_ECU
5,-0.03389664276405642,0.07704930986469546,2024Q1,5415.0,82.0,country_ECU
6,0.045886511973645544,0.04981364372883114,2024Q2,5415.0,82.0,country_ECU
7,0.013317242174165009,0.07598901835865039,2024Q3,5415.0,82.0,country_ECU
8,-0.09429146129885072,0.05887050188112134,2024Q4,5415.0,82.0,country_ECU
9,-0.05872670274737572,0.07548343539128032,2025Q1,5415.0,82.0,country_ECU
10,-0.026475228581465518,0.08974246312167958,2025Q2,5415.0,82.0,country_ECU
11,-0.07574915859813874,0.07952581680676457,2025Q3,5415.0,82.0,country_ECU
12,-0.0009696004296730204,0.06889103935210394,2025Q4,5415.0,82.0,country_ECU
13,0.09146684763256335,0.05352403596421016,2026Q1,5415.0,82.0,country_ECU
-7,0.39247632914407976,0.12603347422978237,2021Q1,900.0,25.0,country_GEO
-6,0.5978010312541985,0.053416320328638904,2021Q2,900.0,25.0,country_GEO
-5,0.6881072438284426,0.0843006967413079,2021Q3,900.0,25.0,country_GEO
-4,0.20351555867047544,0.1394403233915635,2021Q4,900.0,25.0,country_GEO
-3,0.3423864527702166,0.14313806743091095,2022Q1,900.0,25.0,country_GEO
-2,0.1838210509135453,0.05619317063483284,2022Q2,900.0,25.0,country_GEO
-1,0.39005369670664336,0.04331646442660388,2022Q3,900.0,25.0,country_GEO
0,0.0,0.0,2022Q4,,,country_GEO
1,0.018566382480842428,0.1817642718773467,2023Q1,900.0,25.0,country_GEO
2,0.10925974773635379,0.18947313638921418,2023Q2,900.0,25.0,country_GEO
3,0.037921658440065856,0.2034416714037088,2023Q3,900.0,25.0,country_GEO
4,-0.1805961758177942,0.04611732301792142,2023Q4,900.0,25.0,country_GEO
5,0.15821272137606573,0.04772617673790321,2024Q1,900.0,25.0,country_GEO
6,0.1137772428082031,0.12358546418127703,2024Q2,900.0,25.0,country_GEO
7,0.3443829943230879,0.10605930189742742,2024Q3,900.0,25.0,country_GEO
8,0.16711581702011966,0.2308277671836047,2024Q4,900.0,25.0,country_GEO
9,0.173746671235823,0.22138221982047493,2025Q1,900.0,25.0,country_GEO
10,0.01781623053374984,0.1495195313792163,2025Q2,900.0,25.0,country_GEO
11,0.268618794959368,0.2859758081412914,2025Q3,900.0,25.0,country_GEO
12,0.4132779378365361,0.08821056251341748,2025Q4,900.0,25.0,country_GEO
-7,0.01583021043128284,0.058832785066361006,2021Q1,7084.0,39.0,country_MEX
-6,0.039163721929733435,0.06575073447345316,2021Q2,7084.0,39.0,country_MEX
-5,0.023478698363584245,0.03555380530581834,2021Q3,7084.0,39.0,country_MEX
-4,-0.007241715444295421,0.035847129975471445,2021Q4,7084.0,39.0,country_MEX
-3,0.016386663031807157,0.026665305793556308,2022Q1,7084.0,39.0,country_MEX
-2,0.00970966585515262,0.02117710054811124,2022Q2,7084.0,39.0,country_MEX
-1,0.006114714013243321,0.02173431392678822,2022Q3,7084.0,39.0,country_MEX
0,0.0,0.0,2022Q4,,,country_MEX
1,0.014205925601264078,0.021009945406283304,2023Q1,7084.0,39.0,country_MEX
2,0.012469059228036617,0.02173013191139151,2023Q2,7084.0,39.0,country_MEX
3,0.004422432818462262,0.017995567772753202,2023Q3,7084.0,39.0,country_MEX
4,0.018976245545093046,0.018734613873642076,2023Q4,7084.0,39.0,country_MEX
5,0.048459807660515705,0.022667048555951003,2024Q1,7084.0,39.0,country_MEX
6,0.044951631109721744,0.02208734512292164,2024Q2,7084.0,39.0,country_MEX
7,0.03329674221368082,0.025987279457036654,2024Q3,7084.0,39.0,country_MEX
8,0.022673235293718855,0.03289184507305969,2024Q4,7084.0,39.0,country_MEX
9,0.04012705354201656,0.04102305305054933,2025Q1,7084.0,39.0,country_MEX
10,0.02752706367985869,0.03933240234449694,2025Q2,7084.0,39.0,country_MEX
11,0.013282647100749086,0.05192242221006806,2025Q3,7084.0,39.0,country_MEX
12,0.03506080034325618,0.06457167231949056,2025Q4,7084.0,39.0,country_MEX
13,0.03999239056509522,0.07004159736235183,2026Q1,7084.0,39.0,country_MEX
14,0.00645093297363993,0.061763346803793195,2026Q2,7084.0,39.0,country_MEX
-3,-0.029885178115401215,0.03410014732627516,2022Q1,4860.0,69.0,country_PER
-2,-0.07441253113927566,0.04241050671805621,2022Q2,4860.0,69.0,country_PER
-1,-0.07691174576738524,0.05153298567970898,2022Q3,4860.0,69.0,country_PER
0,0.0,0.0,2022Q4,,,country_PER
1,-0.033161040205570806,0.042424230704876276,2023Q1,4860.0,69.0,country_PER
2,-0.004752971657884128,0.03123555087463125,2023Q2,4860.0,69.0,country_PER
3,-0.02869666046654264,0.06420763825471697,2023Q3,4860.0,69.0,country_PER
4,-0.04236847132795012,0.06820350768708514,2023Q4,4860.0,69.0,country_PER
5,-0.052466050550995354,0.06814021897246175,2024Q1,4860.0,69.0,country_PER
6,-0.025706326838681934,0.04592764166097873,2024Q2,4860.0,69.0,country_PER
7,0.02988662245527422,0.07240283151820112,2024Q3,4860.0,69.0,country_PER
8,-0.010206889768580496,0.05291506854391971,2024Q4,4860.0,69.0,country_PER
9,-0.04732622589700445,0.08459672007594497,2025Q1,4860.0,69.0,country_PER
10,-0.018587527499013774,0.06266469787350672,2025Q2,4860.0,69.0,country_PER
11,0.09448544584072473,0.05576644388249511,2025Q3,4860.0,69.0,country_PER
12,0.09039751839223485,0.03913206191681802,2025Q4,4860.0,69.0,country_PER
13,0.023591973869240293,0.03763502915972724,2026Q1,4860.0,69.0,country_PER
14,0.12800219822770104,0.05801353301564927,2026Q2,4860.0,69.0,country_PER
-7,-0.11566578697440982,0.10167383557257266,2021Q1,5510.0,40.0,country_PHL
-6,-0.18344134772820486,0.10158416503659716,2021Q2,5510.0,40.0,country_PHL
-5,-0.053994451683531314,0.09809858501073522,2021Q3,5510.0,40.0,country_PHL
-4,-0.06914198497984114,0.08903084933911873,2021Q4,5510.0,40.0,country_PHL
-3,-0.019276364093476966,0.046385221328315206,2022Q1,5510.0,40.0,country_PHL
-2,-0.08215301197783714,0.07371004378831228,2022Q2,5510.0,40.0,country_PHL
-1,-0.032411362624603535,0.046849170271698715,2022Q3,5510.0,40.0,country_PHL
0,0.0,0.0,2022Q4,,,country_PHL
1,0.028915574792841653,0.034638579992136216,2023Q1,5510.0,40.0,country_PHL
2,0.006967021719767347,0.02953933172593424,2023Q2,5510.0,40.0,country_PHL
3,0.022158584625427608,0.056270804003274166,2023Q3,5510.0,40.0,country_PHL
4,0.03200863159645406,0.031922312545970014,2023Q4,5510.0,40.0,country_PHL
5,0.043400259370948685,0.03834909702256883,2024Q1,5510.0,40.0,country_PHL
6,0.008595652696403333,0.02921661275745992,2024Q2,5510.0,40.0,country_PHL
7,0.05154491625585084,0.037192076580398324,2024Q3,5510.0,40.0,country_PHL
8,0.07472920770020276,0.032312392927482905,2024Q4,5510.0,40.0,country_PHL
9,0.030354668664907908,0.03293537350775387,2025Q1,5510.0,40.0,country_PHL
10,0.07390666802013446,0.02824750009517081,2025Q2,5510.0,40.0,country_PHL
12,0.1172090836019048,0.03243701345722303,2025Q4,5510.0,40.0,country_PHL
-5,-0.047222749083654945,0.05179883383004983,2021Q3,4284.0,75.0,country_URY
-4,-0.09855505410528556,0.060099442075602444,2021Q4,4284.0,75.0,country_URY
-3,-0.03405319266108325,0.04695786774497778,2022Q1,4284.0,75.0,country_URY
-2,-0.009903183590278569,0.021875494650472352,2022Q2,4284.0,75.0,country_URY
-1,-0.05187427193941136,0.017969424493034923,2022Q3,4284.0,75.0,country_URY
0,0.0,0.0,2022Q4,,,country_URY
1,-0.014440127334309574,0.01500841740773347,2023Q1,4284.0,75.0,country_URY
2,-0.08769398751393478,0.030550094743420176,2023Q2,4284.0,75.0,country_URY
3,-0.09430674317392626,0.044567193131568136,2023Q3,4284.0,75.0,country_URY
4,-0.10733846472996456,0.01816231181459151,2023Q4,4284.0,75.0,country_URY
5,-0.16879999107495303,0.02200082783422744,2024Q1,4284.0,75.0,country_URY
6,-0.11171944205726425,0.029873327514587496,2024Q2,4284.0,75.0,country_URY
7,-0.08458780469007601,0.03873166589317247,2024Q3,4284.0,75.0,country_URY
8,-0.14849454359158076,0.03913275136130114,2024Q4,4284.0,75.0,country_URY
9,-0.22345895671398947,0.046588888362890525,2025Q1,4284.0,75.0,country_URY
10,-0.21370914415359865,0.0419962609514698,2025Q2,4284.0,75.0,country_URY
11,-0.15612534549505241,0.04928935658179343,2025Q3,4284.0,75.0,country_URY
12,-0.08057946519944109,0.04727462828953567,2025Q4,4284.0,75.0,country_URY
-3,-0.06630651519759949,0.05967158944268398,2022Q1,1836.0,46.0,country_ZAF
-2,0.05631697903491426,0.04982616799375761,2022Q2,1836.0,46.0,country_ZAF
-1,0.027121839870163665,0.042039811952638076,2022Q3,1836.0,46.0,country_ZAF
0,0.0,0.0,2022Q4,,,country_ZAF
1,0.06638422031797767,0.047298779804250554,2023Q1,1836.0,46.0,country_ZAF
2,-0.021883884486305946,0.0786328823465476,2023Q2,1836.0,46.0,country_ZAF
3,0.05004487192066084,0.082035890873043,2023Q3,1836.0,46.0,country_ZAF
4,0.04742420319025786,0.04552672072159534,2023Q4,1836.0,46.0,country_ZAF
5,0.10681343929376026,0.05045939906055233,2024Q1,1836.0,46.0,country_ZAF
6,0.13190635066014922,0.05264820574319845,2024Q2,1836.0,46.0,country_ZAF
7,-0.04277174332758672,0.1265573669702327,2024Q3,1836.0,46.0,country_ZAF
8,-0.054524427681657946,0.15715133227952388,2024Q4,1836.0,46.0,country_ZAF
9,0.027112032473309976,0.11521500591897628,2025Q1,1836.0,46.0,country_ZAF
10,0.02574262708567491,0.10841752960184398,2025Q2,1836.0,46.0,country_ZAF
11,-0.027986421545780044,0.1622157554551076,2025Q3,1836.0,46.0,country_ZAF
12,-0.0025908356814294134,0.12311070956267557,2025Q4,1836.0,46.0,country_ZAF
13,-0.04456042211430407,0.1165845185039639,2026Q1,1836.0,46.0,country_ZAF
14,-0.02966292602128192,0.10945091519555268,2026Q2,1836.0,46.0,country_ZAF
