k,coef,se,period,n_cells,n_clusters,subset
-3,-0.01375792930552661,0.01044070001476861,2022Q1,24742.0,504.0,older
-2,0.00026162205113408496,0.009120855666779242,2022Q2,24742.0,504.0,older
-1,0.002007838353427457,0.007541444897247927,2022Q3,24742.0,504.0,older
0,0.0,0.0,2022Q4,,,older
1,-0.004616264064917975,0.009267155128965386,2023Q1,24742.0,504.0,older
2,-0.005924651347679488,0.00923627362395613,2023Q2,24742.0,504.0,older
3,-0.0027054108398997284,0.009969156662079778,2023Q3,24742.0,504.0,older
4,0.0036699734247801078,0.01090749047067203,2023Q4,24742.0,504.0,older
5,0.014833931429499169,0.011892280929590349,2024Q1,24742.0,504.0,older
6,0.01837377278703513,0.01237171534942185,2024Q2,24742.0,504.0,older
7,0.011517889786448401,0.012147065194102186,2024Q3,24742.0,504.0,older
8,0.0180134947373095,0.012570667525088399,2024Q4,24742.0,504.0,older
9,0.036179738902755804,0.013460021325268797,2025Q1,24742.0,504.0,older
10,0.04410164040044187,0.01472695757360606,2025Q2,24742.0,504.0,older
11,0.032431401633344785,0.016580484732915356,2025Q3,24742.0,504.0,older
12,0.04017934155983731,0.016282660929546302,2025Q4,24742.0,504.0,older
13,0.048905705362868646,0.017368621958114255,2026Q1,24742.0,504.0,older
14,0.04273461396834173,0.018325155688461426,2026Q2,24742.0,504.0,older
-3,0.0028856104448083397,0.033486260226053825,2022Q1,2244.0,31.0,country_ARG
-2,0.11091847415458922,0.029721618481012898,2022Q2,2244.0,31.0,country_ARG
-1,0.06026812671428479,0.047546426611055743,2022Q3,2244.0,31.0,country_ARG
0,0.0,0.0,2022Q4,,,country_ARG
1,0.034893422008753866,0.02692209510990711,2023Q1,2244.0,31.0,country_ARG
2,0.03500134082636448,0.03048351572094078,2023Q2,2244.0,31.0,country_ARG
3,0.027156377019155978,0.039744370785041706,2023Q3,2244.0,31.0,country_ARG
4,0.02189131806163222,0.027787610755258454,2023Q4,2244.0,31.0,country_ARG
5,0.05832632778694673,0.04442814692434931,2024Q1,2244.0,31.0,country_ARG
6,0.06133089445601002,0.0318130603459856,2024Q2,2244.0,31.0,country_ARG
7,0.047636490437091034,0.040598599961435916,2024Q3,2244.0,31.0,country_ARG
8,0.06705215777798884,0.03896315440583877,2024Q4,2244.0,31.0,country_ARG
9,0.06850252343084749,0.050792271898182105,2025Q1,2244.0,31.0,country_ARG
10,0.09692278234321482,0.06605259784888194,2025Q2,2244.0,31.0,country_ARG
11,0.09484385329461753,0.05658710090400841,2025Q3,2244.0,31.0,country_ARG
12,0.029886090807687282,0.053973118036419444,2025Q4,2244.0,31.0,country_ARG
13,0.08932249104180333,0.05405376247925024,2026Q1,2244.0,31.0,country_ARG
-3,-0.009318844785798397,0.013165836228427093,2022Q1,12240.0,111.0,country_BRA
-2,-0.013363331516691057,0.009875097171976387,2022Q2,12240.0,111.0,country_BRA
-1,-0.0011752917456317098,0.007791396844062403,2022Q3,12240.0,111.0,country_BRA
0,0.0,0.0,2022Q4,,,country_BRA
1,0.007557157235249298,0.010418554535901224,2023Q1,12240.0,111.0,country_BRA
2,-0.005835515857620058,0.012892217483943268,2023Q2,12240.0,111.0,country_BRA
3,0.0028586744842791063,0.01302689212167385,2023Q3,12240.0,111.0,country_BRA
4,0.01442538066185974,0.016287402575781287,2023Q4,12240.0,111.0,country_BRA
5,0.024100791580569825,0.018053065902091863,2024Q1,12240.0,111.0,country_BRA
6,0.019292593680295237,0.017785772118004257,2024Q2,12240.0,111.0,country_BRA
7,0.017268371354377674,0.017846990308938264,2024Q3,12240.0,111.0,country_BRA
8,0.028334393111851538,0.01991690451649297,2024Q4,12240.0,111.0,country_BRA
9,0.05532093941216113,0.020451409476676872,2025Q1,12240.0,111.0,country_BRA
10,0.04999214905186312,0.024289540901280698,2025Q2,12240.0,111.0,country_BRA
11,0.03936158028395414,0.026646132466303905,2025Q3,12240.0,111.0,country_BRA
12,0.06565825627449817,0.026999197430385723,2025Q4,12240.0,111.0,country_BRA
13,0.062074969639071255,0.026737539758913194,2026Q1,12240.0,111.0,country_BRA
14,0.05200422192041065,0.02919248141969144,2026Q2,12240.0,111.0,country_BRA
-3,-0.009985952867485985,0.041122364139110495,2022Q1,8892.0,101.0,country_COL
-2,0.02378376447425694,0.031555168868726724,2022Q2,8892.0,101.0,country_COL
-1,-0.018606573212885964,0.02524133980901422,2022Q3,8892.0,101.0,country_COL
0,0.0,0.0,2022Q4,,,country_COL
1,-0.03792042683854789,0.03174617209572767,2023Q1,8892.0,101.0,country_COL
2,-0.01921945940815328,0.02945653698527784,2023Q2,8892.0,101.0,country_COL
3,-0.0007654626732946077,0.029974749330266854,2023Q3,8892.0,101.0,country_COL
4,-0.028615068102553848,0.026844840871451437,2023Q4,8892.0,101.0,country_COL
5,-0.04480364975018862,0.030772705994672914,2024Q1,8892.0,101.0,country_COL
6,-0.02369054288030709,0.03628622993414615,2024Q2,8892.0,101.0,country_COL
7,0.000307667215220044,0.03775297604416746,2024Q3,8892.0,101.0,country_COL
8,-0.028351952426470598,0.035038940836617204,2024Q4,8892.0,101.0,country_COL
9,-0.05350730229950789,0.03490840959793351,2025Q1,8892.0,101.0,country_COL
10,-0.02221308794487396,0.039095748500844824,2025Q2,8892.0,101.0,country_COL
11,-0.03762267105315831,0.045651839245188584,2025Q3,8892.0,101.0,country_COL
12,-0.05305873350738192,0.036642602128846284,2025Q4,8892.0,101.0,country_COL
13,0.002154118973599636,0.03740993632606276,2026Q1,8892.0,101.0,country_COL
14,-0.016202791151265362,0.03987760167865481,2026Q2,8892.0,101.0,country_COL
-3,-0.016812450609312087,0.0343004097913564,2022Q1,4845.0,82.0,country_ECU
-2,0.027404462650198472,0.028640219626375522,2022Q2,4845.0,82.0,country_ECU
-1,0.05369874222713991,0.03310823868087181,2022Q3,4845.0,82.0,country_ECU
0,0.0,0.0,2022Q4,,,country_ECU
1,-0.0401231505081812,0.023844013264879206,2023Q1,4845.0,82.0,country_ECU
2,-0.010509083896643366,0.03157030322336544,2023Q2,4845.0,82.0,country_ECU
3,-0.032001352645528953,0.035112208838338536,2023Q3,4845.0,82.0,country_ECU
4,-0.055975330017723125,0.03004776566571219,2023Q4,4845.0,82.0,country_ECU
5,-0.07012251420278096,0.03977122939939393,2024Q1,4845.0,82.0,country_ECU
6,-0.03804974647243042,0.034273336350624004,2024Q2,4845.0,82.0,country_ECU
7,-0.09727905559426606,0.032895558350810525,2024Q3,4845.0,82.0,country_ECU
8,-0.09689849902603592,0.03528381007139432,2024Q4,4845.0,82.0,country_ECU
9,-0.042929447262402894,0.04874627454411828,2025Q1,4845.0,82.0,country_ECU
10,-0.04868668422155589,0.04523730435082532,2025Q2,4845.0,82.0,country_ECU
11,-0.06430489845812642,0.04260999493140532,2025Q3,4845.0,82.0,country_ECU
12,-0.08714750393047871,0.04226994343424204,2025Q4,4845.0,82.0,country_ECU
13,-0.020227993424198072,0.033857026013663444,2026Q1,4845.0,82.0,country_ECU
-3,0.023313648109189927,0.16846187263695866,2022Q1,720.0,25.0,country_GEO
-2,-0.003216137600319871,0.13670209880092776,2022Q2,720.0,25.0,country_GEO
-1,-0.0072919977144288925,0.07863240076674007,2022Q3,720.0,25.0,country_GEO
0,0.0,0.0,2022Q4,,,country_GEO
1,0.0334992748321154,0.05750201690180059,2023Q1,720.0,25.0,country_GEO
2,0.0003368207103589954,0.06266447748373791,2023Q2,720.0,25.0,country_GEO
3,-0.0077266090959204475,0.048658419508726326,2023Q3,720.0,25.0,country_GEO
4,0.015035181151194982,0.042508358053412895,2023Q4,720.0,25.0,country_GEO
5,0.1385094793953747,0.053300968343422,2024Q1,720.0,25.0,country_GEO
6,0.11591783758005367,0.04194772896215399,2024Q2,720.0,25.0,country_GEO
7,0.06058461094050305,0.07347928316628015,2024Q3,720.0,25.0,country_GEO
8,0.07702286577005261,0.06511830746291929,2024Q4,720.0,25.0,country_GEO
9,0.06579529641924349,0.08161800653721704,2025Q1,720.0,25.0,country_GEO
10,-0.035980145378388395,0.06816157788652008,2025Q2,720.0,25.0,country_GEO
11,-0.023219437121259692,0.09749917518433596,2025Q3,720.0,25.0,country_GEO
12,0.09683806243877288,0.07128760315677192,2025Q4,720.0,25.0,country_GEO
-3,-0.0016538673392066628,0.014667260743421484,2022Q1,5796.0,39.0,country_MEX
-2,0.0034729488160410564,0.012977789963855358,2022Q2,5796.0,39.0,country_MEX
-1,0.012392148468258169,0.01240268399529883,2022Q3,5796.0,39.0,country_MEX
0,0.0,0.0,2022Q4,,,country_MEX
1,-0.0008450676550312264,0.013600586974615475,2023Q1,5796.0,39.0,country_MEX
2,0.012894102000516454,0.011681275976783872,2023Q2,5796.0,39.0,country_MEX
3,0.010853615560866775,0.014742441151314133,2023Q3,5796.0,39.0,country_MEX
4,0.020115720486922957,0.016600312833533595,2023Q4,5796.0,39.0,country_MEX
5,0.03837438533621579,0.01799528576666448,2024Q1,5796.0,39.0,country_MEX
6,0.0362715826130549,0.021901979197764165,2024Q2,5796.0,39.0,country_MEX
7,0.020847707143252858,0.019993970570418164,2024Q3,5796.0,39.0,country_MEX
8,0.038203343390542856,0.02494191075024936,2024Q4,5796.0,39.0,country_MEX
9,0.04908840165288841,0.02461407760454206,2025Q1,5796.0,39.0,country_MEX
10,0.05302878796691093,0.02489571776872969,2025Q2,5796.0,39.0,country_MEX
11,0.049075265380157614,0.02490198542036266,2025Q3,5796.0,39.0,country_MEX
12,0.04854194413963342,0.03014291303745619,2025Q4,5796.0,39.0,country_MEX
13,0.04905205981882998,0.031989439220177336,2026Q1,5796.0,39.0,country_MEX
14,0.029741462631128555,0.03226454054592118,2026Q2,5796.0,39.0,country_MEX
-3,-0.10204377173571375,0.04332137704489802,2022Q1,4860.0,69.0,country_PER
-2,-0.10419954554309639,0.03452347185729567,2022Q2,4860.0,69.0,country_PER
-1,-0.09828594211157411,0.04357869664986286,2022Q3,4860.0,69.0,country_PER
0,0.0,0.0,2022Q4,,,country_PER
1,-0.017673379168940243,0.044399343947415675,2023Q1,4860.0,69.0,country_PER
2,0.016973826020477093,0.03899354280586515,2023Q2,4860.0,69.0,country_PER
3,0.02961384463485313,0.049690665814861375,2023Q3,4860.0,69.0,country_PER
4,0.021631941318140297,0.061480685471135124,2023Q4,4860.0,69.0,country_PER
5,0.009899766661570815,0.05681233854187149,2024Q1,4860.0,69.0,country_PER
6,-0.005419857764334259,0.042488810637817266,2024Q2,4860.0,69.0,country_PER
7,0.03229489630918268,0.05087421934220171,2024Q3,4860.0,69.0,country_PER
8,0.014943793370443931,0.043402017201486925,2024Q4,4860.0,69.0,country_PER
9,-0.02681875323309489,0.05764072952471937,2025Q1,4860.0,69.0,country_PER
10,-0.006427050466457231,0.04555415516757708,2025Q2,4860.0,69.0,country_PER
11,0.0954447614983136,0.04487271212243225,2025Q3,4860.0,69.0,country_PER
12,0.11570621774935458,0.04351234567518224,2025Q4,4860.0,69.0,country_PER
13,0.024801735679724143,0.04147444735130867,2026Q1,4860.0,69.0,country_PER
14,0.09440544121054935,0.06011055803499183,2026Q2,4860.0,69.0,country_PER
-3,-0.17927446305587333,0.04662321287823982,2022Q1,1836.0,46.0,country_ZAF
-2,-0.11283384612669418,0.05339722355167653,2022Q2,1836.0,46.0,country_ZAF
-1,-0.05828499281086093,0.03737664200785878,2022Q3,1836.0,46.0,country_ZAF
0,0.0,0.0,2022Q4,,,country_ZAF
1,-0.0584935862324512,0.06549722733869397,2023Q1,1836.0,46.0,country_ZAF
2,-0.09489328458547201,0.06457221871856189,2023Q2,1836.0,46.0,country_ZAF
3,-0.09245829235388688,0.08015593403330902,2023Q3,1836.0,46.0,country_ZAF
4,-0.004613033334811654,0.047191436225023385,2023Q4,1836.0,46.0,country_ZAF
5,-0.015492560408323607,0.04861743354569355,2024Q1,1836.0,46.0,country_ZAF
6,-0.013187544667765191,0.05538607221892137,2024Q2,1836.0,46.0,country_ZAF
7,-0.1110430345832422,0.07167393703438389,2024Q3,1836.0,46.0,country_ZAF
8,-0.1066771046259221,0.07249113232022379,2024Q4,1836.0,46.0,country_ZAF
9,-0.043830657798706485,0.06551347601696272,2025Q1,1836.0,46.0,country_ZAF
10,-0.02536110559771827,0.05907680316242851,2025Q2,1836.0,46.0,country_ZAF
11,-0.06243539854773762,0.08330460478855983,2025Q3,1836.0,46.0,country_ZAF
12,-0.07529012732681431,0.07144474059722696,2025Q4,1836.0,46.0,country_ZAF
13,-0.04948335684805112,0.06261875918964138,2026Q1,1836.0,46.0,country_ZAF
14,-0.050793636447367854,0.06515864979797413,2026Q2,1836.0,46.0,country_ZAF
